row_id,bucket,phase_1_count,phase_1_weight
p03__fit_maximin_01,dolma3_cc/finance_and_business_high,162,0.0791015625
p03__fit_maximin_01,dolma3_cc/finance_and_business_low,67,0.03271484375
p03__fit_maximin_01,dolma3_cc/food_and_dining_high,69,0.03369140625
p03__fit_maximin_01,dolma3_cc/food_and_dining_low,1,0.00048828125
p03__fit_maximin_01,dolma3_cc/games_high,29,0.01416015625
p03__fit_maximin_01,dolma3_cc/games_low,72,0.03515625
p03__fit_maximin_01,dolma3_cc/health_high,175,0.08544921875
p03__fit_maximin_01,dolma3_cc/health_low,56,0.02734375
p03__fit_maximin_01,dolma3_cc/history_and_geography_high,75,0.03662109375
p03__fit_maximin_01,dolma3_cc/history_and_geography_low,0,0.0
p03__fit_maximin_01,dolma3_cc/industrial_high,36,0.017578125
p03__fit_maximin_01,dolma3_cc/industrial_low,12,0.005859375
p03__fit_maximin_01,dolma3_cc/literature_high,57,0.02783203125
p03__fit_maximin_01,dolma3_cc/literature_low,13,0.00634765625
p03__fit_maximin_01,dolma3_cc/science_math_and_technology_high,55,0.02685546875
p03__fit_maximin_01,dolma3_cc/science_math_and_technology_low,26,0.0126953125
p03__fit_maximin_01,dolma3_finemath_3plus,18,0.0087890625
p03__fit_maximin_01,dolma3_stack_edu,64,0.03125
p03__fit_maximin_01,dolma3_wikipedia,0,0.0
p03__fit_maximin_01,dolmino_common_crawl_hq,404,0.197265625
p03__fit_maximin_01,dolmino_olmocr_pdfs_hq,28,0.013671875
p03__fit_maximin_01,dolmino_stack_edu_fim,66,0.0322265625
p03__fit_maximin_01,dolmino_stem_heavy_crawl,28,0.013671875
p03__fit_maximin_01,dolmino_synth_code,3,0.00146484375
p03__fit_maximin_01,dolmino_synth_instruction,0,0.0
p03__fit_maximin_01,dolmino_synth_math,0,0.0
p03__fit_maximin_01,dolmino_synth_qa,149,0.07275390625
p03__fit_maximin_01,dolmino_synth_thinking,1,0.00048828125
p03__fit_maximin_02,dolma3_arxiv,3,0.00146484375
p03__fit_maximin_02,dolma3_cc/art_and_design_high,12,0.005859375
p03__fit_maximin_02,dolma3_cc/art_and_design_low,11,0.00537109375
p03__fit_maximin_02,dolma3_cc/crime_and_law_high,16,0.0078125
p03__fit_maximin_02,dolma3_cc/crime_and_law_low,29,0.01416015625
p03__fit_maximin_02,dolma3_cc/education_and_jobs_high,57,0.02783203125
p03__fit_maximin_02,dolma3_cc/education_and_jobs_low,74,0.0361328125
p03__fit_maximin_02,dolma3_cc/electronics_and_hardware_high,44,0.021484375
p03__fit_maximin_02,dolma3_cc/electronics_and_hardware_low,6,0.0029296875
p03__fit_maximin_02,dolma3_cc/entertainment_high,120,0.05859375
p03__fit_maximin_02,dolma3_cc/entertainment_low,117,0.05712890625
p03__fit_maximin_02,dolma3_cc/finance_and_business_high,155,0.07568359375
p03__fit_maximin_02,dolma3_cc/finance_and_business_low,26,0.0126953125
p03__fit_maximin_02,dolma3_cc/food_and_dining_high,17,0.00830078125
p03__fit_maximin_02,dolma3_cc/food_and_dining_low,62,0.0302734375
p03__fit_maximin_02,dolma3_cc/games_high,48,0.0234375
p03__fit_maximin_02,dolma3_cc/games_low,13,0.00634765625
p03__fit_maximin_02,dolma3_cc/health_high,168,0.08203125
p03__fit_maximin_02,dolma3_cc/health_low,51,0.02490234375
p03__fit_maximin_02,dolma3_cc/history_and_geography_high,41,0.02001953125
p03__fit_maximin_02,dolma3_cc/history_and_geography_low,4,0.001953125
p03__fit_maximin_02,dolma3_cc/industrial_high,0,0.0
p03__fit_maximin_02,dolma3_cc/industrial_low,12,0.005859375
p03__fit_maximin_02,dolma3_cc/literature_high,52,0.025390625
p03__fit_maximin_02,dolma3_cc/literature_low,4,0.001953125
p03__fit_maximin_02,dolma3_cc/science_math_and_technology_high,106,0.0517578125
p03__fit_maximin_02,dolma3_cc/science_math_and_technology_low,67,0.03271484375
p03__fit_maximin_02,dolma3_finemath_3plus,6,0.0029296875
p03__fit_maximin_02,dolma3_stack_edu,10,0.0048828125
p03__fit_maximin_02,dolma3_wikipedia,27,0.01318359375
p03__fit_maximin_02,dolmino_common_crawl_hq,388,0.189453125
p03__fit_maximin_02,dolmino_olmocr_pdfs_hq,56,0.02734375
p03__fit_maximin_02,dolmino_stack_edu_fim,82,0.0400390625
p03__fit_maximin_02,dolmino_stem_heavy_crawl,0,0.0
p03__fit_maximin_02,dolmino_synth_code,0,0.0
p03__fit_maximin_02,dolmino_synth_instruction,0,0.0
p03__fit_maximin_02,dolmino_synth_math,0,0.0
p03__fit_maximin_02,dolmino_synth_qa,164,0.080078125
p03__fit_maximin_02,dolmino_synth_thinking,0,0.0
p03__fit_maximin_03,dolma3_arxiv,0,0.0
p03__fit_maximin_03,dolma3_cc/art_and_design_high,0,0.0
p03__fit_maximin_03,dolma3_cc/art_and_design_low,0,0.0
p03__fit_maximin_03,dolma3_cc/crime_and_law_high,0,0.0
p03__fit_maximin_03,dolma3_cc/crime_and_law_low,0,0.0
p03__fit_maximin_03,dolma3_cc/education_and_jobs_high,43,0.02099609375
p03__fit_maximin_03,dolma3_cc/education_and_jobs_low,0,0.0
p03__fit_maximin_03,dolma3_cc/electronics_and_hardware_high,0,0.0
p03__fit_maximin_03,dolma3_cc/electronics_and_hardware_low,152,0.07421875
p03__fit_maximin_03,dolma3_cc/entertainment_high,291,0.14208984375
p03__fit_maximin_03,dolma3_cc/entertainment_low,0,0.0
p03__fit_maximin_03,dolma3_cc/finance_and_business_high,63,0.03076171875
p03__fit_maximin_03,dolma3_cc/finance_and_business_low,0,0.0
p03__fit_maximin_03,dolma3_cc/food_and_dining_high,4,0.001953125
p03__fit_maximin_03,dolma3_cc/food_and_dining_low,0,0.0
p03__fit_maximin_03,dolma3_cc/games_high,160,0.078125
p03__fit_maximin_03,dolma3_cc/games_low,34,0.0166015625
p03__fit_maximin_03,dolma3_cc/health_high,177,0.08642578125
p03__fit_maximin_03,dolma3_cc/health_low,3,0.00146484375
p03__fit_maximin_03,dolma3_cc/history_and_geography_high,0,0.0
p03__fit_maximin_03,dolma3_cc/history_and_geography_low,0,0.0
p03__fit_maximin_03,dolma3_cc/industrial_high,0,0.0
p03__fit_maximin_03,dolma3_cc/industrial_low,0,0.0
p03__fit_maximin_03,dolma3_cc/literature_high,75,0.03662109375
p03__fit_maximin_03,dolma3_cc/literature_low,0,0.0
p03__fit_maximin_03,dolma3_cc/science_math_and_technology_high,2,0.0009765625
p03__fit_maximin_03,dolma3_cc/science_math_and_technology_low,0,0.0
p03__fit_maximin_03,dolma3_finemath_3plus,0,0.0
p03__fit_maximin_03,dolma3_stack_edu,448,0.21875
p03__fit_maximin_03,dolma3_wikipedia,0,0.0
p03__fit_maximin_03,dolmino_common_crawl_hq,376,0.18359375
p03__fit_maximin_03,dolmino_olmocr_pdfs_hq,0,0.0
p03__fit_maximin_03,dolmino_stack_edu_fim,0,0.0
p03__fit_maximin_03,dolmino_stem_heavy_crawl,0,0.0
p03__fit_maximin_03,dolmino_synth_code,0,0.0
p03__fit_maximin_03,dolmino_synth_instruction,0,0.0
p03__fit_maximin_03,dolmino_synth_math,0,0.0
p03__fit_maximin_03,dolmino_synth_qa,220,0.107421875
p03__fit_maximin_03,dolmino_synth_thinking,0,0.0
p03__fit_maximin_04,dolma3_arxiv,0,0.0
p03__fit_maximin_04,dolma3_cc/art_and_design_high,247,0.12060546875
p03__fit_maximin_04,dolma3_cc/art_and_design_low,0,0.0
p03__fit_maximin_04,dolma3_cc/crime_and_law_high,1,0.00048828125
p03__fit_maximin_04,dolma3_cc/crime_and_law_low,0,0.0
p03__fit_maximin_04,dolma3_cc/education_and_jobs_high,0,0.0
p03__fit_maximin_04,dolma3_cc/education_and_jobs_low,430,0.2099609375
p03__fit_maximin_04,dolma3_cc/electronics_and_hardware_high,0,0.0
p03__fit_maximin_04,dolma3_cc/electronics_and_hardware_low,0,0.0
p03__fit_maximin_04,dolma3_cc/entertainment_high,354,0.1728515625
p03__fit_maximin_04,dolma3_cc/entertainment_low,8,0.00390625
p03__fit_maximin_04,dolma3_cc/finance_and_business_high,12,0.005859375
p03__fit_maximin_04,dolma3_cc/finance_and_business_low,12,0.005859375
p03__fit_maximin_04,dolma3_cc/food_and_dining_high,514,0.2509765625
p03__fit_maximin_04,dolma3_cc/food_and_dining_low,0,0.0
p03__fit_maximin_04,dolma3_cc/games_high,27,0.01318359375
p03__fit_maximin_04,dolma3_cc/games_low,0,0.0
p03__fit_maximin_04,dolma3_cc/health_high,1,0.00048828125
p03__fit_maximin_04,dolma3_cc/health_low,0,0.0
p03__fit_maximin_04,dolma3_cc/history_and_geography_high,0,0.0
p03__fit_maximin_04,dolma3_cc/history_and_geography_low,0,0.0
p03__fit_maximin_04,dolma3_cc/industrial_high,0,0.0
p03__fit_maximin_04,dolma3_cc/industrial_low,0,0.0
p03__fit_maximin_04,dolma3_cc/literature_high,2,0.0009765625
p03__fit_maximin_04,dolma3_cc/literature_low,0,0.0
p03__fit_maximin_04,dolma3_cc/science_math_and_technology_high,19,0.00927734375
p03__fit_maximin_04,dolma3_cc/science_math_and_technology_low,0,0.0
p03__fit_maximin_04,dolma3_finemath_3plus,0,0.0
p03__fit_maximin_04,dolma3_stack_edu,0,0.0
p03__fit_maximin_04,dolma3_wikipedia,0,0.0
p03__fit_maximin_04,dolmino_common_crawl_hq,170,0.0830078125
p03__fit_maximin_04,dolmino_olmocr_pdfs_hq,0,0.0
p03__fit_maximin_04,dolmino_stack_edu_fim,0,0.0
p03__fit_maximin_04,dolmino_stem_heavy_crawl,0,0.0
p03__fit_maximin_04,dolmino_synth_code,0,0.0
p03__fit_maximin_04,dolmino_synth_instruction,0,0.0
p03__fit_maximin_04,dolmino_synth_math,58,0.0283203125
p03__fit_maximin_04,dolmino_synth_qa,193,0.09423828125
p03__fit_maximin_04,dolmino_synth_thinking,0,0.0
p03__fit_maximin_05,dolma3_arxiv,2,0.0009765625
p03__fit_maximin_05,dolma3_cc/art_and_design_high,46,0.0224609375
p03__fit_maximin_05,dolma3_cc/art_and_design_low,9,0.00439453125
p03__fit_maximin_05,dolma3_cc/crime_and_law_high,40,0.01953125
p03__fit_maximin_05,dolma3_cc/crime_and_law_low,14,0.0068359375
p03__fit_maximin_05,dolma3_cc/education_and_jobs_high,139,0.06787109375
p03__fit_maximin_05,dolma3_cc/education_and_jobs_low,14,0.0068359375
p03__fit_maximin_05,dolma3_cc/electronics_and_hardware_high,37,0.01806640625
p03__fit_maximin_05,dolma3_cc/electronics_and_hardware_low,12,0.005859375
p03__fit_maximin_05,dolma3_cc/entertainment_high,119,0.05810546875
p03__fit_maximin_05,dolma3_cc/entertainment_low,23,0.01123046875
p03__fit_maximin_05,dolma3_cc/finance_and_business_high,151,0.07373046875
p03__fit_maximin_05,dolma3_cc/finance_and_business_low,73,0.03564453125
p03__fit_maximin_05,dolma3_cc/food_and_dining_high,29,0.01416015625
p03__fit_maximin_05,dolma3_cc/food_and_dining_low,25,0.01220703125
p03__fit_maximin_05,dolma3_cc/games_high,72,0.03515625
p03__fit_maximin_05,dolma3_cc/games_low,30,0.0146484375
p03__fit_maximin_05,dolma3_cc/health_high,97,0.04736328125
p03__fit_maximin_05,dolma3_cc/health_low,44,0.021484375
p03__fit_maximin_05,dolma3_cc/history_and_geography_high,95,0.04638671875
p03__fit_maximin_05,dolma3_cc/history_and_geography_low,29,0.01416015625
p03__fit_maximin_05,dolma3_cc/industrial_high,19,0.00927734375
p03__fit_maximin_05,dolma3_cc/industrial_low,21,0.01025390625
p03__fit_maximin_05,dolma3_cc/literature_high,23,0.01123046875
p03__fit_maximin_05,dolma3_cc/literature_low,5,0.00244140625
p03__fit_maximin_05,dolma3_cc/science_math_and_technology_high,66,0.0322265625
p03__fit_maximin_05,dolma3_cc/science_math_and_technology_low,3,0.00146484375
p03__fit_maximin_05,dolma3_finemath_3plus,37,0.01806640625
p03__fit_maximin_05,dolma3_stack_edu,38,0.0185546875
p03__fit_maximin_05,dolma3_wikipedia,0,0.0
p03__fit_maximin_05,dolmino_common_crawl_hq,407,0.19873046875
p03__fit_maximin_05,dolmino_olmocr_pdfs_hq,78,0.0380859375
p03__fit_maximin_05,dolmino_stack_edu_fim,22,0.0107421875
p03__fit_maximin_05,dolmino_stem_heavy_crawl,46,0.0224609375
p03__fit_maximin_05,dolmino_synth_code,8,0.00390625
p03__fit_maximin_05,dolmino_synth_instruction,0,0.0
p03__fit_maximin_05,dolmino_synth_math,3,0.00146484375
p03__fit_maximin_05,dolmino_synth_qa,164,0.080078125
p03__fit_maximin_05,dolmino_synth_thinking,8,0.00390625
p03__fit_maximin_06,dolma3_arxiv,6,0.0029296875
p03__fit_maximin_06,dolma3_cc/art_and_design_high,74,0.0361328125
p03__fit_maximin_06,dolma3_cc/art_and_design_low,20,0.009765625
p03__fit_maximin_06,dolma3_cc/crime_and_law_high,75,0.03662109375
p03__fit_maximin_06,dolma3_cc/crime_and_law_low,2,0.0009765625
p03__fit_maximin_06,dolma3_cc/education_and_jobs_high,81,0.03955078125
p03__fit_maximin_06,dolma3_cc/education_and_jobs_low,92,0.044921875
p03__fit_maximin_06,dolma3_cc/electronics_and_hardware_high,37,0.01806640625
p03__fit_maximin_06,dolma3_cc/electronics_and_hardware_low,4,0.001953125
p03__fit_maximin_06,dolma3_cc/entertainment_high,63,0.03076171875
p03__fit_maximin_06,dolma3_cc/entertainment_low,37,0.01806640625
p03__fit_maximin_06,dolma3_cc/finance_and_business_high,197,0.09619140625
p03__fit_maximin_06,dolma3_cc/finance_and_business_low,54,0.0263671875
p03__fit_maximin_06,dolma3_cc/food_and_dining_high,47,0.02294921875
p03__fit_maximin_06,dolma3_cc/food_and_dining_low,3,0.00146484375
p03__fit_maximin_06,dolma3_cc/games_high,12,0.005859375
p03__fit_maximin_06,dolma3_cc/games_low,29,0.01416015625
p03__fit_maximin_06,dolma3_cc/health_high,126,0.0615234375
p03__fit_maximin_06,dolma3_cc/health_low,17,0.00830078125
p03__fit_maximin_06,dolma3_cc/history_and_geography_high,8,0.00390625
p03__fit_maximin_06,dolma3_cc/history_and_geography_low,36,0.017578125
p03__fit_maximin_06,dolma3_cc/industrial_high,27,0.01318359375
p03__fit_maximin_06,dolma3_cc/industrial_low,60,0.029296875
p03__fit_maximin_06,dolma3_cc/literature_high,51,0.02490234375
p03__fit_maximin_06,dolma3_cc/literature_low,8,0.00390625
p03__fit_maximin_06,dolma3_cc/science_math_and_technology_high,94,0.0458984375
p03__fit_maximin_06,dolma3_cc/science_math_and_technology_low,34,0.0166015625
p03__fit_maximin_06,dolma3_finemath_3plus,8,0.00390625
p03__fit_maximin_06,dolma3_stack_edu,45,0.02197265625
p03__fit_maximin_06,dolma3_wikipedia,0,0.0
p03__fit_maximin_06,dolmino_common_crawl_hq,352,0.171875
p03__fit_maximin_06,dolmino_olmocr_pdfs_hq,16,0.0078125
p03__fit_maximin_06,dolmino_stack_edu_fim,11,0.00537109375
p03__fit_maximin_06,dolmino_stem_heavy_crawl,1,0.00048828125
p03__fit_maximin_06,dolmino_synth_code,0,0.0
p03__fit_maximin_06,dolmino_synth_instruction,196,0.095703125
p03__fit_maximin_06,dolmino_synth_math,0,0.0
p03__fit_maximin_06,dolmino_synth_qa,125,0.06103515625
p03__fit_maximin_06,dolmino_synth_thinking,0,0.0
p03__fit_maximin_07,dolma3_arxiv,0,0.0
p03__fit_maximin_07,dolma3_cc/art_and_design_high,0,0.0
p03__fit_maximin_07,dolma3_cc/art_and_design_low,0,0.0
p03__fit_maximin_07,dolma3_cc/crime_and_law_high,0,0.0
p03__fit_maximin_07,dolma3_cc/crime_and_law_low,45,0.02197265625
p03__fit_maximin_07,dolma3_cc/education_and_jobs_high,3,0.00146484375
p03__fit_maximin_07,dolma3_cc/education_and_jobs_low,0,0.0
p03__fit_maximin_07,dolma3_cc/electronics_and_hardware_high,35,0.01708984375
p03__fit_maximin_07,dolma3_cc/electronics_and_hardware_low,0,0.0
p03__fit_maximin_07,dolma3_cc/entertainment_high,247,0.12060546875
p03__fit_maximin_07,dolma3_cc/entertainment_low,19,0.00927734375
p03__fit_maximin_07,dolma3_cc/finance_and_business_high,138,0.0673828125
p03__fit_maximin_07,dolma3_cc/finance_and_business_low,131,0.06396484375
p03__fit_maximin_07,dolma3_cc/food_and_dining_high,77,0.03759765625
p03__fit_maximin_07,dolma3_cc/food_and_dining_low,0,0.0
p03__fit_maximin_07,dolma3_cc/games_high,232,0.11328125
p03__fit_maximin_07,dolma3_cc/games_low,0,0.0
p03__fit_maximin_07,dolma3_cc/health_high,104,0.05078125
p03__fit_maximin_07,dolma3_cc/health_low,90,0.0439453125
p03__fit_maximin_07,dolma3_cc/history_and_geography_high,0,0.0
p03__fit_maximin_07,dolma3_cc/history_and_geography_low,0,0.0
p03__fit_maximin_07,dolma3_cc/industrial_high,0,0.0
p03__fit_maximin_07,dolma3_cc/industrial_low,0,0.0
p03__fit_maximin_07,dolma3_cc/literature_high,140,0.068359375
p03__fit_maximin_07,dolma3_cc/literature_low,0,0.0
p03__fit_maximin_07,dolma3_cc/science_math_and_technology_high,0,0.0
p03__fit_maximin_07,dolma3_cc/science_math_and_technology_low,0,0.0
p03__fit_maximin_07,dolma3_finemath_3plus,0,0.0
p03__fit_maximin_07,dolma3_stack_edu,126,0.0615234375
p03__fit_maximin_07,dolma3_wikipedia,0,0.0
p03__fit_maximin_07,dolmino_common_crawl_hq,93,0.04541015625
p03__fit_maximin_07,dolmino_olmocr_pdfs_hq,242,0.1181640625
p03__fit_maximin_07,dolmino_stack_edu_fim,0,0.0
p03__fit_maximin_07,dolmino_stem_heavy_crawl,0,0.0
p03__fit_maximin_07,dolmino_synth_code,181,0.08837890625
p03__fit_maximin_07,dolmino_synth_instruction,0,0.0
p03__fit_maximin_07,dolmino_synth_math,0,0.0
p03__fit_maximin_07,dolmino_synth_qa,145,0.07080078125
p03__fit_maximin_07,dolmino_synth_thinking,0,0.0
p03__fit_maximin_08,dolma3_arxiv,2,0.0009765625
p03__fit_maximin_08,dolma3_cc/art_and_design_high,0,0.0
p03__fit_maximin_08,dolma3_cc/art_and_design_low,0,0.0
p03__fit_maximin_08,dolma3_cc/crime_and_law_high,110,0.0537109375
p03__fit_maximin_08,dolma3_cc/crime_and_law_low,0,0.0
p03__fit_maximin_08,dolma3_cc/education_and_jobs_high,42,0.0205078125
p03__fit_maximin_08,dolma3_cc/education_and_jobs_low,535,0.26123046875
p03__fit_maximin_08,dolma3_cc/electronics_and_hardware_high,0,0.0
p03__fit_maximin_08,dolma3_cc/electronics_and_hardware_low,1,0.00048828125
p03__fit_maximin_08,dolma3_cc/entertainment_high,60,0.029296875
p03__fit_maximin_08,dolma3_cc/entertainment_low,22,0.0107421875
p03__fit_maximin_08,dolma3_cc/finance_and_business_high,2,0.0009765625
p03__fit_maximin_08,dolma3_cc/finance_and_business_low,1,0.00048828125
p03__fit_maximin_08,dolma3_cc/food_and_dining_high,2,0.0009765625
p03__fit_maximin_08,dolma3_cc/food_and_dining_low,0,0.0
p03__fit_maximin_08,dolma3_cc/games_high,0,0.0
p03__fit_maximin_08,dolma3_cc/games_low,0,0.0
p03__fit_maximin_08,dolma3_cc/health_high,0,0.0
p03__fit_maximin_08,dolma3_cc/health_low,262,0.1279296875
p03__fit_maximin_08,dolma3_cc/history_and_geography_high,0,0.0
p03__fit_maximin_08,dolma3_cc/history_and_geography_low,318,0.1552734375
p03__fit_maximin_08,dolma3_cc/industrial_high,2,0.0009765625
p03__fit_maximin_08,dolma3_cc/industrial_low,0,0.0
p03__fit_maximin_08,dolma3_cc/literature_high,0,0.0
p03__fit_maximin_08,dolma3_cc/literature_low,6,0.0029296875
p03__fit_maximin_08,dolma3_cc/science_math_and_technology_high,154,0.0751953125
p03__fit_maximin_08,dolma3_cc/science_math_and_technology_low,0,0.0
p03__fit_maximin_08,dolma3_finemath_3plus,0,0.0
p03__fit_maximin_08,dolma3_stack_edu,258,0.1259765625
p03__fit_maximin_08,dolma3_wikipedia,0,0.0
p03__fit_maximin_08,dolmino_common_crawl_hq,102,0.0498046875
p03__fit_maximin_08,dolmino_olmocr_pdfs_hq,11,0.00537109375
p03__fit_maximin_08,dolmino_stack_edu_fim,1,0.00048828125
p03__fit_maximin_08,dolmino_stem_heavy_crawl,0,0.0
p03__fit_maximin_08,dolmino_synth_code,0,0.0
p03__fit_maximin_08,dolmino_synth_instruction,0,0.0
p03__fit_maximin_08,dolmino_synth_math,0,0.0
p03__fit_maximin_08,dolmino_synth_qa,157,0.07666015625
p03__fit_maximin_08,dolmino_synth_thinking,0,0.0
p03__fit_maximin_09,dolma3_arxiv,0,0.0
p03__fit_maximin_09,dolma3_cc/art_and_design_high,16,0.0078125
p03__fit_maximin_09,dolma3_cc/art_and_design_low,8,0.00390625
p03__fit_maximin_09,dolma3_cc/crime_and_law_high,107,0.05224609375
p03__fit_maximin_09,dolma3_cc/crime_and_law_low,10,0.0048828125
p03__fit_maximin_09,dolma3_cc/education_and_jobs_high,90,0.0439453125
p03__fit_maximin_09,dolma3_cc/education_and_jobs_low,14,0.0068359375
p03__fit_maximin_09,dolma3_cc/electronics_and_hardware_high,85,0.04150390625
p03__fit_maximin_09,dolma3_cc/electronics_and_hardware_low,25,0.01220703125
p03__fit_maximin_09,dolma3_cc/entertainment_high,126,0.0615234375
p03__fit_maximin_09,dolma3_cc/entertainment_low,36,0.017578125
p03__fit_maximin_09,dolma3_cc/finance_and_business_high,180,0.087890625
p03__fit_maximin_09,dolma3_cc/finance_and_business_low,39,0.01904296875
p03__fit_maximin_09,dolma3_cc/food_and_dining_high,30,0.0146484375
p03__fit_maximin_09,dolma3_cc/food_and_dining_low,7,0.00341796875
p03__fit_maximin_09,dolma3_cc/games_high,78,0.0380859375
p03__fit_maximin_09,dolma3_cc/games_low,25,0.01220703125
p03__fit_maximin_09,dolma3_cc/health_high,106,0.0517578125
p03__fit_maximin_09,dolma3_cc/health_low,80,0.0390625
p03__fit_maximin_09,dolma3_cc/history_and_geography_high,8,0.00390625
p03__fit_maximin_09,dolma3_cc/history_and_geography_low,0,0.0
p03__fit_maximin_09,dolma3_cc/industrial_high,1,0.00048828125
p03__fit_maximin_09,dolma3_cc/industrial_low,2,0.0009765625
p03__fit_maximin_09,dolma3_cc/literature_high,116,0.056640625
p03__fit_maximin_09,dolma3_cc/literature_low,13,0.00634765625
p03__fit_maximin_09,dolma3_cc/science_math_and_technology_high,109,0.05322265625
p03__fit_maximin_09,dolma3_cc/science_math_and_technology_low,11,0.00537109375
p03__fit_maximin_09,dolma3_finemath_3plus,2,0.0009765625
p03__fit_maximin_09,dolma3_stack_edu,79,0.03857421875
p03__fit_maximin_09,dolma3_wikipedia,1,0.00048828125
p03__fit_maximin_09,dolmino_common_crawl_hq,256,0.125
p03__fit_maximin_09,dolmino_olmocr_pdfs_hq,44,0.021484375
